img_id,category,question,answer,mode
synpic21860,abnormality,what is the primary abnormality in this image,blowout fracture of orbit,train
synpic49068,abnormality,what abnormality is seen in the image,craniopharyngioma,train
synpic32712,abnormality,what is abnormal in the mri,drop metastases,train
synpic40748,abnormality,what abnormality is seen in the image,crohn disease,train
synpic22956,abnormality,what is most alarming about this mri,legg-calve-perthes disease,train
synpic58194,abnormality,what is most alarming about this ct scan,intracranial venous thrombosis,train
synpic55953,abnormality,what is the primary abnormality in this image,ethylene glycol poisoning,train
synpic26932,abnormality,what abnormality is seen in the image,fronto-nasal encephalocele,train
synpic58014,abnormality,what is abnormal in the mri,bilateral perched facets c5 c6 with spinal cord injury,train
synpic32227,abnormality,what is most alarming about this x-ray,fractures of the base of the fifth metatarsal,train
synpic31687,abnormality,what is most alarming about this ct scan,diverticulitis,train
synpic48220,abnormality,what is most alarming about this ct scan,acute myelogenous leukemia aml,train
synpic42996,abnormality,what is the primary abnormality in this image,aneurysm cerebral,train
synpic40485,abnormality,what is the primary abnormality in this image,multiple sclerosis,train
synpic29841,abnormality,what abnormality is seen in the image,scfe - slipped capital femoral epiphysis,train
synpic29916,abnormality,what is the primary abnormality in this image,1 . acute subdural hematomas bilateral convexities interhemispheric tentorial leaf 2 . transtentorial herniation 3 . traumatic subarachnoid hemorrhage .,train
synpic42059,abnormality,what is the primary abnormality in this image,acute disseminated encephalomyelitis adem,train
synpic23527,abnormality,what is most alarming about this x-ray,medullary sponge kidney,train
synpic27064,abnormality,what is abnormal in the ct scan,subarachnoid hemorrhage,train
synpic50756,abnormality,what is most alarming about this ct scan,calvarial hemangioma,train
synpic22835,abnormality,what is most alarming about this ct scan,circumaortic left renal vein,train
synpic41325,abnormality,what is most alarming about this mri,anoxic brain injury anoxia,train
synpic56441,abnormality,what is the primary abnormality in this image,ependymoma,train
synpic26215,abnormality,what is the primary abnormality in this image,polycystic ovary syndrome,train
synpic27462,abnormality,what is the primary abnormality in this image,enchondroma,train
synpic37339,abnormality,what is most alarming about this angiogram,cerebral aneurysm,train
synpic40413,abnormality,what is abnormal in the mri,olfactory neuroblastoma esthesioneuroblastoma,train
synpic27900,abnormality,what is abnormal in the ultrasound,hypertrophic pyloric stenosis,train
synpic47409,abnormality,what is most alarming about this ct scan,lipomatous hypertrophy of the interatrial septum,train
synpic23065,abnormality,what is most alarming about this ct scan,colon cancer,train
synpic24476,abnormality,what abnormality is seen in the image,left ventricular aneurysm,train
synpic32374,abnormality,what abnormality is seen in the image,phalanx fractures,train
synpic38626,abnormality,what is most alarming about this mri,tumefactive multiple sclerosis,train
synpic54068,abnormality,what is most alarming about this ct scan,orbital cellulitis,train
synpic56758,abnormality,what is most alarming about this ct scan,dural fistula avf,train
synpic55974,abnormality,what is most alarming about this mri,progression of low-grade glioma to high-grade glioma,train
synpic40013,abnormality,what abnormality is seen in the image,primary pulmonary tuberculosis,train
synpic20748,abnormality,what abnormality is seen in the image,meningioma,train
synpic17931,abnormality,what is abnormal in the ct scan,orbital osteoid osteoma,train
synpic35564,abnormality,what is the primary abnormality in this image,juvenile pilocytic astrocytoma,train
synpic50044,abnormality,what is abnormal in the mri,epidural spinal hematoma,train
synpic32694,abnormality,what is abnormal in the x-ray,stress fracture,train
synpic38630,abnormality,what is abnormal in the ct scan,hepatic abscesses,train
synpic40445,abnormality,what abnormality is seen in the image,bronchogenic carcinoma,train
synpic42118,abnormality,what is most alarming about this mri,citrobacter koseri osteomyelitis/discitis,train
synpic51077,abnormality,what is most alarming about this mri,adult medulloblastoma,train
synpic41201,abnormality,what is the primary abnormality in this image,tethered cord due to dorsal dermal sinus,train
synpic56823,abnormality,what is most alarming about this ct scan,aneurysm cerebral,train
synpic15307,abnormality,what is the primary abnormality in this image,septate uterus,train
synpic46650,abnormality,what is most alarming about this ct scan,imaging in traumatic brain injury,train
synpic44982,abnormality,what is most alarming about this ct scan,fibrous dysplasia,train
synpic23782,abnormality,what is abnormal in the ct scan,diffuse rhabdomyosarcoma,train
synpic32628,abnormality,what is most alarming about this x-ray,avascular necrosis,train
synpic56412,abnormality,what is abnormal in the ct scan,meningioma,train
synpic55208,abnormality,what is most alarming about this ct scan,subarachnoid hemorrhage secondary to cerebral aneurysm,train
synpic29032,abnormality,what abnormality is seen in the image,hemangioblastoma,train
synpic55195,abnormality,what is most alarming about this mri,vestibular schwannoma,train
synpic23561,abnormality,what is most alarming about this gastrointestinal image,gastric diverticula,train
synpic30993,abnormality,what is abnormal in the x-ray,calcium pyrophosphate dihydrate cppd crystal deposition disease,train
synpic15591,abnormality,what is the primary abnormality in this image,synovial cyst,train
synpic48304,abnormality,what is most alarming about this ultrasound,sarcoidosis,train
synpic48900,abnormality,what is most alarming about this mri,epidermoid cyst,train
synpic24713,abnormality,what is the primary abnormality in this image,primary adenocarcinoma of small bowel,train
synpic41251,abnormality,what is abnormal in the ultrasound,two vessel umbilical cord,train
synpic21594,abnormality,what abnormality is seen in the image,grade iii intraventricular hemorrhage with hydrocephalus and hematocrit effect .,train
synpic45165,abnormality,what is the primary abnormality in this image,dural av fistulae,train
synpic30495,abnormality,is this image normal,no,train
synpic21104,abnormality,what is most alarming about this pet scan,thymic neuroendocrine carcinoma carcinoid .,train
synpic35705,abnormality,what is most alarming about this ct scan,gastric trichobezoar hairball rapunzel syndrome,train
synpic48506,abnormality,what is most alarming about this ct scan,glomus tumor paraganglioma chemodectoma,train
synpic23289,abnormality,what is the primary abnormality in this image,chondroblastic osteosarcoma,train
synpic34541,abnormality,what is abnormal in the mri,ependymoma,train
synpic17520,abnormality,what abnormality is seen in the image,uip - usual interstitial pneumonia,train
synpic41283,abnormality,what abnormality is seen in the image,cortical dysplasia pachygyria,train
synpic39161,abnormality,what is abnormal in the x-ray,croup,train
synpic19751,abnormality,is there an abnormality in the mri,yes,train
synpic42212,abnormality,what is the primary abnormality in this image,anterior mediastinal mass differential diagnosis,train
synpic44049,abnormality,what abnormality is seen in the image,chiari ii,train
synpic55498,abnormality,what abnormality is seen in the image,otosclerosis,train
synpic48902,abnormality,what is most alarming about this mri,epidermoid cyst,train
synpic38450,abnormality,what is abnormal in the ct scan,enlarged vestibular aqueduct syndrome hydrops,train
synpic45945,abnormality,what is most alarming about this x-ray,posterior ulnar dislocation with coronoid process fracture,train
synpic41826,abnormality,what is most alarming about this mri,medial collateral ligament injuries,train
synpic56199,abnormality,what is the primary abnormality in this image,lumbar herniated disc,train
synpic59399,abnormality,what is the primary abnormality in this image,osteosarcoma,train
synpic17310,abnormality,what is abnormal in the mri,cuneiform stress fracture,train
synpic50962,abnormality,what is abnormal in the mri,brain abscess central nervous system,train
synpic51817,abnormality,what abnormality is seen in the image,squamous cell carcinoma,train
synpic49959,abnormality,what abnormality is seen in the image,fibrillary astrocytoma,train
synpic57067,abnormality,what is abnormal in the mri,childhood brain tumors epidemiology demographics,train
synpic40836,abnormality,what is the primary abnormality in this image,meningioma,train
synpic19338,abnormality,what is the primary abnormality in this image,acute mesenteric ischemia,train
